,number
682,0.6703170306185748
683,0.33198869826189814
684,0.5975405123566822
685,0.8211657963714585
686,0.3461079054656666
687,0.48616250243415104
688,0.13447950866733605
689,0.562667191415577
690,0.7678216928305848
691,0.4530052286033409
692,0.5010228200975811
693,0.4323309760765164
694,0.36743023729184987
695,0.1723991626473217
696,0.4337302869241262
697,0.24966845326719822
698,0.642167289966723
699,0.616830008851879
700,0.7703637450499222
701,0.21386173939654995
702,0.704115745850898
703,0.6905967742396926
704,0.14550064889741277
705,0.6045853103312959
706,0.03670533871021342
707,0.7158949195594291
708,0.5963326610400751
709,0.7656919572130952
710,0.16593604258736716
711,0.37116447793513807
712,0.8005826062394383
713,0.041771054650389106
714,0.6847846478124059
715,0.4993883882765534
716,0.1850707225574446
717,0.5630874044249621
718,0.37025234599378876
719,0.7107125656980158
720,0.4118677519270143
721,0.7742568360649871
722,0.8100159822588088
723,0.3174629757017041
724,0.5303493054894146
725,0.8849961235045513
726,0.3273403729546115
727,0.6172150375830504
728,0.15983060531231819
729,0.4728594510763161
730,0.4529506215548965
731,0.5035430872599636
732,0.004927231548344402
733,0.1940383807540148
734,0.14982458424309364
735,0.8563549025851751
736,0.03884058951015723
737,0.28522238435867453
738,0.8057900651211597
739,0.03021709036511122
740,0.07224489509195386
741,0.056610587902518716
742,0.9264467821014194
743,0.8138662549320123
744,0.41783822642927937
745,0.8723047253359363
746,0.18136207963463802
747,0.7164025688996778
748,0.8196872616954788
749,0.8068822585021751
750,0.007129291396152926
751,0.2602504030386925
752,0.46370562857123043
753,0.163784347412389
754,0.23315134483036648
755,0.6177440123966893
756,0.2561521510607473
757,0.562548076892661
758,0.5051861935336659
759,0.13892890236963107
760,0.004539613445676105
761,0.17372524036846493
762,0.6832015932759417
763,0.8325857535808265
764,6.826981312790803e-05
765,0.19612584863473537
766,0.4145509719106246
767,0.2619625834737831
768,0.24549665294458467
769,0.27612714237335956
770,0.8531795517703349
771,0.047146001044882424
772,0.562788499298586
773,0.43099863376962144
774,0.26050958743406505
775,0.7788002061420074
776,0.6743332176478016
777,0.40066992822420555
778,0.9760876856806906
779,0.539119034171984
780,0.18208901259127885
781,0.12376735142175199
782,0.9551514655114575
783,0.7810294736400567
784,0.9212583468427701
785,0.8010043139785669
786,0.22944051406680832
787,0.050052241727377766
788,0.6786745563768194
789,0.429793629888368
790,0.42563361699182967
791,0.6784838537337905
792,0.2858761720399675
793,0.2890895011305119
794,0.025121632825633844
795,0.25765509253553054
796,0.43572322499776717
797,0.6647102169428171
798,0.10847616026636064
799,0.2537450603718995
800,0.24416864473064126
801,0.0672514263787497
802,0.16935229953659314
803,0.27439580112524253
804,0.4284736191801598
805,0.8586734606964571
806,0.4315781202007021
807,0.09915635234890208
808,0.44899905032025744
809,0.013316716483281699
810,0.8391449274551819
811,0.5061770521104294
812,0.0672045714638001
813,0.2933544809181752
814,0.18022127393582965
815,0.8781136361676581
816,0.5157135259800142
817,0.46243072336418334
818,0.6222491687600095
819,0.8889053056935484
820,0.04571095891205823
821,0.1513640763692672
822,0.7774449453314359
823,0.5183880690457242
824,0.2921720252636122
825,0.09168278609192515
826,0.39002371887786735
827,0.3580585061283823
828,0.12047021435718164
829,0.6738337221623005
830,0.21958552211366156
831,0.5648142473736366
832,0.23497653874753555
833,0.16544595712611387
834,0.040561694693181605
835,0.7355715205459343
836,0.9004365787736869
837,0.5459151013055901
838,0.7480058346265005
839,0.7141260383574005
840,0.1158157631511092
841,0.9125379342891712
842,0.3680018768100638
843,0.7402206231811581
844,0.2972738079840226
845,0.8923504613507662
846,0.5063568640229354
847,0.24619949696371157
848,0.5399981903000146
849,0.7188539530946122
850,0.648195890336554
851,0.724518894463568
852,0.14288147919479144
853,0.7994514226699949
854,0.6226355760247099
855,0.010176035425188967
856,0.4131692686695717
857,0.834692399566853
858,0.49912957372925004
859,0.00438814293685974
860,0.3252041908817417
861,0.534840233118543
862,0.3587118743837924
863,0.9677560902733098
864,0.5973183201684436
865,0.296691425381007
866,0.5855079326424412
867,0.20240300955532187
868,0.6021550529096645
869,0.8824421051967469
870,0.3072946199859422
871,0.3128979438155097
872,0.5475105438225643
873,0.4842448962628426
874,0.15025538438496855
875,0.310622456701922
876,0.6023436011138587
877,0.5754165898365287
878,0.6577607923072721
879,0.7857515237431592
880,0.22057576301022253
881,0.8661095076438114
882,0.910244039608377
883,0.578456971142587
884,0.3787935162597653
885,0.08939098828841929
886,0.9232626564888574
887,0.1712490756353049
888,0.779216672902944
889,0.3495372334946847
890,0.47001887737996617
891,0.29750226759355936
892,0.2810128485470573
893,0.2437794575755069
894,0.2624381305719474
895,0.8246608579175856
896,0.6942956761673141
897,0.11515579868519688
898,0.1206162339748359
899,0.26196220525263014
900,0.5553026135773536
901,0.40720637901420265
902,0.9638145298530792
903,0.4117628415691498
904,0.31618951259604455
905,0.11765701103218917
906,0.33470652854411564
907,0.7366235956449027
908,0.7581529716898141
909,0.9554767313213507
910,0.8837680591214232
911,0.12426303151941864
912,0.13192594906673982
913,0.13159583337236658
914,0.8413301780622977
915,0.5495370639785346
916,0.8125566245605387
917,0.764454058143039
918,0.9022709587116715
919,0.22879685531861071
920,0.49057430203325403
921,0.4724960647844604
922,0.8055598260756343
923,0.7603094118394911
924,0.3728373302689516
925,0.3568389711535207
926,0.4241494594670866
927,0.7538918294606227
928,0.5278021541536974
929,0.4605573424438759
930,0.6738635250250887
931,0.16054005910324365
932,0.8428762894592794
933,0.9518468101445031
934,0.32776599980321264
935,0.3459454626103713
936,0.08290510118997685
937,0.4134429089919419
938,0.7577633137424186
939,0.4360752405153524
940,0.977898855124461
941,0.3899549115493246
942,0.07360874043480192
943,0.6234394805204561
944,0.8281399000229284
945,0.5936401403938281
946,0.9444301233719021
947,0.18311569423561358
948,0.19900897833219744
949,0.5859537329420677
950,0.45369641243149117
951,0.8140494291811821
952,0.15504116789135103
953,0.5097058344234562
954,0.46015129255339193
955,0.9168374769143446
956,0.6646855362668478
957,0.08710995188842596
958,0.9648211892689712
959,0.3099412950871465
960,0.4182764603873177
961,0.2811470272374724
962,0.36150098707209977
963,0.7547921114548144
964,0.038441021458981206
965,0.6114605284345398
966,0.20333754648264146
967,0.6879693726518868
968,0.5615887399000671
969,0.10931708773465398
970,0.8275712918793767
971,0.7747109160797243
972,0.9005913428689535
973,0.6399242580079716
974,0.717434307883715
975,0.0782758727785875
976,0.05968847507483932
977,0.9824576958211914
978,0.02495988725135534
979,0.2620968894854523
980,0.010107863826380292
981,0.2764875736254404
982,0.18403412415931986
983,0.1616789092290818
984,0.3454521050417132
985,0.433499552863608
986,0.040911884966301715
987,0.20484238883308725
988,0.6675520566953549
989,0.6160709258598361
990,0.04474552091720452
991,0.40241951588041347
992,0.5873473825076658
993,0.38212818142632543
994,0.8770948644179681
995,0.18210726703943658
996,0.7879879363150989
997,0.14870738186047538
998,0.15312132054135852
999,0.4747372545447177
